workload_id,timestamp_s,workload_class,priority,cpu_request,memory_request_gb,network_request_mbps,storage_request_gb,estimated_duration_s,latency_budget_ms,energy_sensitivity,edge_locality,semantic_description,stress_regime
workload-000000,38.99082,TC,3,5.1551,18.3142,239.5292,8.5259,3.05218,317.0351,0.7631,0.1407,throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=normal; cpu=5.16; memory_gb=18.31; latency_budget_ms=317.0; energy_sensitivity=0.76; edge_locality=0.14,normal
workload-000094,1596.91224,LS,2,2.6124,4.0237,225.407,0.8648,0.18151,41.0949,0.4252,0.9964,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=normal; cpu=2.61; memory_gb=4.02; latency_budget_ms=41.1; energy_sensitivity=0.43; edge_locality=1.00,normal
workload-000095,1627.54098,TC,2,3.7106,10.0616,560.5176,4.6857,2.08049,296.3752,0.8684,0.0101,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=normal; cpu=3.71; memory_gb=10.06; latency_budget_ms=296.4; energy_sensitivity=0.87; edge_locality=0.01,normal
workload-000096,1634.15941,TC,2,5.9649,12.112,180.6688,11.8021,1.5312,277.8697,0.9579,0.3393,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=normal; cpu=5.96; memory_gb=12.11; latency_budget_ms=277.9; energy_sensitivity=0.96; edge_locality=0.34,normal
workload-000097,1634.9454,LS,2,2.8894,3.6252,167.3994,1.3468,0.18011,56.6668,0.646,0.9019,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=normal; cpu=2.89; memory_gb=3.63; latency_budget_ms=56.7; energy_sensitivity=0.65; edge_locality=0.90,normal
workload-000098,1662.06847,TX,1,2.5517,3.6893,404.3995,2.6555,0.31431,121.4069,0.363,0.5155,transactional service requiring stable latency and low jitter; priority=1; regime=normal; cpu=2.55; memory_gb=3.69; latency_budget_ms=121.4; energy_sensitivity=0.36; edge_locality=0.52,normal
workload-000099,1679.04495,TC,3,2.5053,9.4024,650.2553,16.7086,1.67681,309.5548,0.9072,0.0013,throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=normal; cpu=2.51; memory_gb=9.40; latency_budget_ms=309.6; energy_sensitivity=0.91; edge_locality=0.00,normal
workload-000100,1682.92932,TC,2,6.0856,17.2481,567.0759,11.598,2.85202,288.3051,0.8588,0.2128,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=normal; cpu=6.09; memory_gb=17.25; latency_budget_ms=288.3; energy_sensitivity=0.86; edge_locality=0.21,normal
workload-000101,1755.40622,TX,2,2.2139,5.7343,309.826,1.3379,0.28256,82.0744,0.4384,0.5637,transactional service requiring stable latency and low jitter; priority=2; regime=normal; cpu=2.21; memory_gb=5.73; latency_budget_ms=82.1; energy_sensitivity=0.44; edge_locality=0.56,normal
workload-000102,1783.78419,LS,2,1.2728,4.0881,136.5986,0.4689,0.38985,55.8289,0.5522,0.9277,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=normal; cpu=1.27; memory_gb=4.09; latency_budget_ms=55.8; energy_sensitivity=0.55; edge_locality=0.93,normal
workload-000103,1794.19051,TC,2,5.3949,16.254,600.5815,6.5942,1.41836,316.9275,0.9359,0.087,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=normal; cpu=5.39; memory_gb=16.25; latency_budget_ms=316.9; energy_sensitivity=0.94; edge_locality=0.09,normal
workload-000104,1797.27388,HB,2,2.2845,10.4392,621.9801,1.3631,0.32842,116.4956,0.7742,0.4952,hybrid microservice chain with variable compute and latency demand; priority=2; regime=normal; cpu=2.28; memory_gb=10.44; latency_budget_ms=116.5; energy_sensitivity=0.77; edge_locality=0.50,normal
workload-000105,1804.02015,HB,1,5.9292,5.096,107.6074,8.9537,2.39968,183.0233,0.4046,0.8156,hybrid microservice chain with variable compute and latency demand; priority=1; regime=normal; cpu=5.93; memory_gb=5.10; latency_budget_ms=183.0; energy_sensitivity=0.40; edge_locality=0.82,normal
workload-000106,1832.07283,TX,2,1.3437,3.2252,205.2787,1.908,0.3448,86.0817,0.2002,0.6277,transactional service requiring stable latency and low jitter; priority=2; regime=normal; cpu=1.34; memory_gb=3.23; latency_budget_ms=86.1; energy_sensitivity=0.20; edge_locality=0.63,normal
workload-000107,1839.01444,TX,2,3.0606,4.7021,363.2292,2.1092,0.25289,106.4023,0.4313,0.3443,transactional service requiring stable latency and low jitter; priority=2; regime=normal; cpu=3.06; memory_gb=4.70; latency_budget_ms=106.4; energy_sensitivity=0.43; edge_locality=0.34,normal
workload-000108,1851.03171,HB,2,1.336,5.209,262.494,4.6337,2.23728,123.62,0.6043,0.3534,hybrid microservice chain with variable compute and latency demand; priority=2; regime=normal; cpu=1.34; memory_gb=5.21; latency_budget_ms=123.6; energy_sensitivity=0.60; edge_locality=0.35,normal
workload-000109,1870.66179,HB,2,3.7338,7.5523,687.944,8.1376,0.97482,152.8766,0.5307,0.477,hybrid microservice chain with variable compute and latency demand; priority=2; regime=normal; cpu=3.73; memory_gb=7.55; latency_budget_ms=152.9; energy_sensitivity=0.53; edge_locality=0.48,normal
workload-000110,1872.32698,TX,2,3.0707,6.5049,159.796,0.8946,0.46853,114.7567,0.426,0.3327,transactional service requiring stable latency and low jitter; priority=2; regime=normal; cpu=3.07; memory_gb=6.50; latency_budget_ms=114.8; energy_sensitivity=0.43; edge_locality=0.33,normal
workload-000111,1874.68015,LS,3,1.7646,1.5236,455.9998,1.187,0.24428,36.1288,0.5695,0.8736,latency-sensitive stream requiring edge locality and rapid response; priority=3; regime=normal; cpu=1.76; memory_gb=1.52; latency_budget_ms=36.1; energy_sensitivity=0.57; edge_locality=0.87,normal
workload-000112,1892.66355,TC,3,2.8829,9.8418,798.9412,18.2741,2.53346,246.4973,0.9329,0.0469,throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=normal; cpu=2.88; memory_gb=9.84; latency_budget_ms=246.5; energy_sensitivity=0.93; edge_locality=0.05,normal
workload-000113,1933.38097,HB,2,2.6625,6.5661,133.3266,7.9016,2.40821,202.4714,0.6323,0.224,hybrid microservice chain with variable compute and latency demand; priority=2; regime=normal; cpu=2.66; memory_gb=6.57; latency_budget_ms=202.5; energy_sensitivity=0.63; edge_locality=0.22,normal
workload-000114,1945.29868,LS,2,2.3014,2.1361,90.9523,0.3732,0.40502,39.1889,0.62,0.814,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=normal; cpu=2.30; memory_gb=2.14; latency_budget_ms=39.2; energy_sensitivity=0.62; edge_locality=0.81,normal
workload-000115,1947.43695,TX,2,1.7327,6.6684,166.6995,2.0637,0.52697,78.2238,0.3291,0.3893,transactional service requiring stable latency and low jitter; priority=2; regime=normal; cpu=1.73; memory_gb=6.67; latency_budget_ms=78.2; energy_sensitivity=0.33; edge_locality=0.39,normal
workload-000116,1952.78036,TX,2,1.9625,6.4194,335.9591,2.0283,0.18175,109.5342,0.3305,0.496,transactional service requiring stable latency and low jitter; priority=2; regime=normal; cpu=1.96; memory_gb=6.42; latency_budget_ms=109.5; energy_sensitivity=0.33; edge_locality=0.50,normal
workload-000117,1972.27957,TX,1,2.4749,6.3052,400.66,1.5416,0.62604,96.1701,0.2402,0.325,transactional service requiring stable latency and low jitter; priority=1; regime=normal; cpu=2.47; memory_gb=6.31; latency_budget_ms=96.2; energy_sensitivity=0.24; edge_locality=0.32,normal
workload-000118,1972.93223,HB,2,3.5873,9.6804,156.3203,9.4938,0.83444,156.3926,0.878,0.5684,hybrid microservice chain with variable compute and latency demand; priority=2; regime=normal; cpu=3.59; memory_gb=9.68; latency_budget_ms=156.4; energy_sensitivity=0.88; edge_locality=0.57,normal
workload-000119,1993.54262,TX,1,1.4167,5.0161,165.6238,0.4198,0.52047,105.9943,0.3185,0.4385,transactional service requiring stable latency and low jitter; priority=1; regime=normal; cpu=1.42; memory_gb=5.02; latency_budget_ms=106.0; energy_sensitivity=0.32; edge_locality=0.44,normal
workload-000120,2005.8032,TC,2,6.6912,18.6127,853.17,11.4391,3.23556,261.239,0.7372,0.2224,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=normal; cpu=6.69; memory_gb=18.61; latency_budget_ms=261.2; energy_sensitivity=0.74; edge_locality=0.22,normal
workload-000121,2012.37458,LS,1,1.4827,1.7484,433.5518,1.0449,0.10606,45.4231,0.6336,0.7722,latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=normal; cpu=1.48; memory_gb=1.75; latency_budget_ms=45.4; energy_sensitivity=0.63; edge_locality=0.77,normal
workload-000122,2019.08849,LS,2,2.3577,4.75,560.2171,0.9486,0.16679,57.0789,0.3935,0.8299,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=normal; cpu=2.36; memory_gb=4.75; latency_budget_ms=57.1; energy_sensitivity=0.39; edge_locality=0.83,normal
workload-000123,2019.298,HB,1,2.9758,12.4042,258.1294,2.6309,2.02712,214.0302,0.8747,0.5091,hybrid microservice chain with variable compute and latency demand; priority=1; regime=normal; cpu=2.98; memory_gb=12.40; latency_budget_ms=214.0; energy_sensitivity=0.87; edge_locality=0.51,normal
workload-000124,2037.31004,TX,2,3.3206,6.5257,205.4155,1.2318,0.20442,95.2399,0.4657,0.3325,transactional service requiring stable latency and low jitter; priority=2; regime=normal; cpu=3.32; memory_gb=6.53; latency_budget_ms=95.2; energy_sensitivity=0.47; edge_locality=0.33,normal
workload-000125,2074.76249,HB,2,4.948,6.4234,566.1937,9.8629,0.28384,236.5957,0.5317,0.2728,hybrid microservice chain with variable compute and latency demand; priority=2; regime=normal; cpu=4.95; memory_gb=6.42; latency_budget_ms=236.6; energy_sensitivity=0.53; edge_locality=0.27,normal
workload-000126,2086.46491,HB,1,4.4786,12.7107,99.9738,4.1651,0.78131,102.1385,0.7183,0.5041,hybrid microservice chain with variable compute and latency demand; priority=1; regime=normal; cpu=4.48; memory_gb=12.71; latency_budget_ms=102.1; energy_sensitivity=0.72; edge_locality=0.50,normal
workload-000127,2101.59411,LS,1,2.2586,1.1526,293.1787,1.7106,0.28506,53.0126,0.5885,0.9411,latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=normal; cpu=2.26; memory_gb=1.15; latency_budget_ms=53.0; energy_sensitivity=0.59; edge_locality=0.94,normal
workload-000128,2135.91376,LS,2,1.6238,2.5743,97.3145,1.894,0.265,38.6268,0.5808,0.7896,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=normal; cpu=1.62; memory_gb=2.57; latency_budget_ms=38.6; energy_sensitivity=0.58; edge_locality=0.79,normal
workload-000129,2156.34308,HB,1,4.5558,6.3882,320.6822,5.8624,1.14276,141.022,0.5918,0.2661,hybrid microservice chain with variable compute and latency demand; priority=1; regime=normal; cpu=4.56; memory_gb=6.39; latency_budget_ms=141.0; energy_sensitivity=0.59; edge_locality=0.27,normal
workload-000130,2216.10124,HB,2,2.9013,3.4589,747.5792,0.7181,0.93557,166.5013,0.5,0.7793,hybrid microservice chain with variable compute and latency demand; priority=2; regime=normal; cpu=2.90; memory_gb=3.46; latency_budget_ms=166.5; energy_sensitivity=0.50; edge_locality=0.78,normal
workload-000131,2239.7095,LS,2,1.9446,2.9103,492.9564,0.1294,0.4201,47.3905,0.3563,0.8151,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=normal; cpu=1.94; memory_gb=2.91; latency_budget_ms=47.4; energy_sensitivity=0.36; edge_locality=0.82,normal
workload-000132,2280.09673,TX,2,1.015,2.5703,150.081,3.1545,0.25283,101.3217,0.3906,0.6874,transactional service requiring stable latency and low jitter; priority=2; regime=normal; cpu=1.02; memory_gb=2.57; latency_budget_ms=101.3; energy_sensitivity=0.39; edge_locality=0.69,normal
workload-000133,2289.16464,TC,2,6.7474,10.3995,459.773,3.7298,2.47766,262.6681,0.7922,0.1302,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=normal; cpu=6.75; memory_gb=10.40; latency_budget_ms=262.7; energy_sensitivity=0.79; edge_locality=0.13,normal
workload-000134,2320.27912,TC,3,5.7178,18.4422,628.1924,2.0491,1.72896,318.9,0.8593,0.1931,throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=normal; cpu=5.72; memory_gb=18.44; latency_budget_ms=318.9; energy_sensitivity=0.86; edge_locality=0.19,normal
workload-000135,2323.87196,TC,2,2.0753,10.4146,342.244,5.1813,2.58175,279.7923,0.837,0.1715,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=normal; cpu=2.08; memory_gb=10.41; latency_budget_ms=279.8; energy_sensitivity=0.84; edge_locality=0.17,normal
workload-000136,2330.49942,TX,1,2.5605,1.714,66.3196,1.4981,0.20567,79.6172,0.4182,0.6518,transactional service requiring stable latency and low jitter; priority=1; regime=normal; cpu=2.56; memory_gb=1.71; latency_budget_ms=79.6; energy_sensitivity=0.42; edge_locality=0.65,normal
workload-000137,2337.50179,TC,3,4.9643,19.8059,811.823,18.2587,1.82474,234.2672,0.8094,0.1283,throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=normal; cpu=4.96; memory_gb=19.81; latency_budget_ms=234.3; energy_sensitivity=0.81; edge_locality=0.13,normal
workload-000138,2340.4203,TX,2,1.9275,6.9914,210.2995,2.9632,0.40862,114.5549,0.4055,0.4715,transactional service requiring stable latency and low jitter; priority=2; regime=normal; cpu=1.93; memory_gb=6.99; latency_budget_ms=114.6; energy_sensitivity=0.41; edge_locality=0.47,normal
workload-000139,2368.51797,TC,2,5.8172,4.4683,524.4502,9.3378,1.771,281.288,0.9971,0.3095,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=normal; cpu=5.82; memory_gb=4.47; latency_budget_ms=281.3; energy_sensitivity=1.00; edge_locality=0.31,normal
workload-000140,2372.57973,LS,1,2.741,1.4295,460.7817,0.1991,0.35814,38.2306,0.3745,0.9144,latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=normal; cpu=2.74; memory_gb=1.43; latency_budget_ms=38.2; energy_sensitivity=0.37; edge_locality=0.91,normal
workload-000141,2385.45982,TX,2,1.7362,2.4922,81.1396,0.9302,0.53624,89.5502,0.4541,0.6166,transactional service requiring stable latency and low jitter; priority=2; regime=normal; cpu=1.74; memory_gb=2.49; latency_budget_ms=89.6; energy_sensitivity=0.45; edge_locality=0.62,normal
workload-000142,2407.2944,LS,3,0.8257,2.3306,380.6978,1.1943,0.44365,40.6002,0.368,0.9367,latency-sensitive stream requiring edge locality and rapid response; priority=3; regime=normal; cpu=0.83; memory_gb=2.33; latency_budget_ms=40.6; energy_sensitivity=0.37; edge_locality=0.94,normal
workload-000143,2414.46653,TX,1,2.4578,3.2689,367.555,3.2566,0.41048,110.3372,0.3302,0.6971,transactional service requiring stable latency and low jitter; priority=1; regime=normal; cpu=2.46; memory_gb=3.27; latency_budget_ms=110.3; energy_sensitivity=0.33; edge_locality=0.70,normal
workload-000144,2463.18357,HB,2,2.3893,11.0867,454.2395,6.3499,1.24662,144.3324,0.7718,0.3003,hybrid microservice chain with variable compute and latency demand; priority=2; regime=normal; cpu=2.39; memory_gb=11.09; latency_budget_ms=144.3; energy_sensitivity=0.77; edge_locality=0.30,normal
workload-000145,2489.87518,HB,1,2.1876,5.9265,496.108,1.9999,0.252,129.2502,0.8457,0.5876,hybrid microservice chain with variable compute and latency demand; priority=1; regime=normal; cpu=2.19; memory_gb=5.93; latency_budget_ms=129.3; energy_sensitivity=0.85; edge_locality=0.59,normal
workload-000146,2509.53121,LS,2,1.0212,4.2867,216.3495,1.1267,0.19636,53.427,0.5175,0.907,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=normal; cpu=1.02; memory_gb=4.29; latency_budget_ms=53.4; energy_sensitivity=0.52; edge_locality=0.91,normal
workload-000147,2537.02499,HB,2,3.6396,4.9372,271.1289,1.1,0.45667,219.764,0.485,0.2546,hybrid microservice chain with variable compute and latency demand; priority=2; regime=normal; cpu=3.64; memory_gb=4.94; latency_budget_ms=219.8; energy_sensitivity=0.48; edge_locality=0.25,normal
workload-000148,2566.58012,LS,1,0.6228,1.8786,212.7573,0.1092,0.26244,37.6921,0.5171,0.9164,latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=normal; cpu=0.62; memory_gb=1.88; latency_budget_ms=37.7; energy_sensitivity=0.52; edge_locality=0.92,normal
workload-000149,2578.20539,TX,3,1.0747,2.839,169.348,2.423,0.38406,118.4417,0.3623,0.255,transactional service requiring stable latency and low jitter; priority=3; regime=normal; cpu=1.07; memory_gb=2.84; latency_budget_ms=118.4; energy_sensitivity=0.36; edge_locality=0.26,normal
workload-000150,2587.00788,TC,2,5.6093,18.1432,334.7825,15.0618,1.93025,327.9992,0.8341,0.2178,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=normal; cpu=5.61; memory_gb=18.14; latency_budget_ms=328.0; energy_sensitivity=0.83; edge_locality=0.22,normal
workload-000151,2587.13287,TC,3,6.847,11.7875,321.0961,5.5272,2.02937,246.1315,0.9961,0.1493,throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=normal; cpu=6.85; memory_gb=11.79; latency_budget_ms=246.1; energy_sensitivity=1.00; edge_locality=0.15,normal
workload-000152,2624.59866,TX,1,2.9448,2.5303,332.6193,0.8238,0.66214,119.282,0.4352,0.2991,transactional service requiring stable latency and low jitter; priority=1; regime=normal; cpu=2.94; memory_gb=2.53; latency_budget_ms=119.3; energy_sensitivity=0.44; edge_locality=0.30,normal
workload-000153,2632.22624,LS,2,2.1992,3.9301,138.5036,1.8951,0.14539,58.4015,0.4185,0.8267,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=normal; cpu=2.20; memory_gb=3.93; latency_budget_ms=58.4; energy_sensitivity=0.42; edge_locality=0.83,normal
workload-000154,2654.76495,LS,1,1.029,3.6879,204.3551,1.1637,0.32958,51.9033,0.403,0.907,latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=normal; cpu=1.03; memory_gb=3.69; latency_budget_ms=51.9; energy_sensitivity=0.40; edge_locality=0.91,normal
workload-000155,2685.14294,TX,1,0.8703,6.5349,319.2456,0.8944,0.60733,122.3434,0.2922,0.5583,transactional service requiring stable latency and low jitter; priority=1; regime=normal; cpu=0.87; memory_gb=6.53; latency_budget_ms=122.3; energy_sensitivity=0.29; edge_locality=0.56,normal
